area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,industry_name,treatment_group,source_file,quarter_date,year_quarter,treatment_period,post_tariff,avg_monthly_employment,log_employment,log_wages,log_avg_weekly_wage,treated,treated_post
C1294,5,313,45,0,2020,4,,4,85,89,89,1223181,89766,2128,1073,,0.62,0.34,0.35,0.35,0.4,0.35,0.59,1.16,,0,0.0,-9,-9.6,-5,-5.3,-1,-1.1,-76592,-5.9,22223,32.9,681,47.1,-6,-0.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,87.66666666666667,4.473541743509655,14.016965400448228,6.9782137426306985,0,0
C1398,5,313,45,0,2020,4,,4,288,290,296,4365805,124606,1110,1153,,3.69,6.18,6.2,6.28,9.32,3.22,2.66,1.5,,0,0.0,2,0.7,23,8.6,25,9.2,498083,12.9,49144,65.1,-374,-25.2,70,6.5,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,291.3333333333333,5.674468086987425,15.289313151787216,7.050122520269059,0,0
C1446,5,313,45,0,2020,4,,63,2140,2182,2256,46892731,2627540,66305,1645,,1.43,1.24,1.26,1.3,1.35,0.66,0.78,1.07,,0,0.0,-371,-14.8,-323,-12.9,-254,-10.1,831194,1.8,1152630,78.1,38834,141.4,233,16.5,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2192.6666666666665,7.692873738080893,17.6633732320654,7.405495663199472,0,0
C1486,5,313,45,0,2020,4,,3,18,20,21,469711,90213,3040,1837,,0.32,0.07,0.07,0.08,0.08,0.24,0.29,1.14,N,1,50.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,19.666666666666668,2.9789251552376097,13.05987289094461,7.515889085215125,0,0
C1538,5,313,45,0,2020,4,,10,210,208,213,3074384,80299,1463,1124,,1.35,0.61,0.6,0.63,0.74,0.22,0.19,1.21,,0,0.0,-17,-7.5,-21,-9.2,-6,-2.7,140298,4.8,-29881,-27.1,-334,-18.6,121,12.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,210.33333333333334,5.348693573873104,14.93861511395173,7.024649030453636,0,0
C1550,5,313,45,0,2020,4,,30,1648,1643,1628,24171704,5250123,24461,1134,,31.77,39.68,39.25,38.57,57.58,41.56,43.02,1.47,,-3,-9.1,-47,-2.8,-51,-3.0,-66,-3.9,282547,1.2,251752,5.0,-5106,-17.3,49,4.5,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1639.6666666666667,7.40224824812723,17.000693250815218,7.033506484287697,0,0
C1594,5,313,45,0,2020,4,,4,7,9,8,156750,9482,28,1507,,1.72,0.06,0.08,0.07,0.14,0.09,0.01,1.92,,0,0.0,-4,-36.4,0,0.0,-1,-11.1,32245,25.9,-908,-8.7,-51,-64.6,516,52.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,8.0,2.0794415416798357,11.962407458495168,7.317876198626496,0,0
C1674,5,313,45,0,2020,4,,100,5537,5542,5565,66745900,17469871,140713,925,,5.11,6.77,6.7,6.65,6.12,7.73,10.35,0.91,N,-1,-1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,5548.0,8.621192781434722,18.016403430137174,6.829793737512425,0,0
C1686,5,313,45,0,2020,4,,19,2149,2125,2158,29966578,1325954,56738,1075,,5.56,12.93,12.59,12.62,15.24,7.69,34.73,1.2,,1,5.6,-20,-0.9,-31,-1.4,3,0.1,3128888,11.7,566540,74.6,20462,56.4,119,12.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2144.0,7.670428522190693,17.2155932519262,6.980075940561763,0,0
C1698,5,313,45,0,2020,4,,52,779,754,769,11087601,1549602,25460,1112,,0.82,0.27,0.26,0.27,0.25,0.42,0.39,0.96,,3,6.1,42,5.7,19,2.6,12,1.6,1450202,15.0,970850,167.7,17110,204.9,114,11.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,767.3333333333334,6.642921300613718,16.221338014915865,7.013915474810528,0,0
C1714,5,313,45,0,2020,4,,13,717,716,710,17144192,57531,1282,1846,,0.9,1.03,1.02,1.01,1.89,0.07,0.09,1.85,,0,0.0,-110,-13.3,-112,-13.5,-112,-13.6,2292108,15.4,-238909,-80.6,-2274,-63.9,462,33.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,714.3333333333334,6.571349706805467,16.657170015326223,7.520776415062797,0,0
C1730,5,313,45,0,2020,4,,3,182,185,196,3038945,214596,1708,1246,,2.12,2.96,2.98,3.13,5.17,3.01,1.78,1.71,,0,0.0,9,5.2,12,6.9,23,13.3,666928,28.1,64181,42.7,212,14.2,191,18.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,187.66666666666666,5.234667339471581,14.927020973676587,7.1276936993473985,0,0
C1746,5,313,45,0,2020,4,,11,23,25,22,743285,38473,994,2450,,0.77,0.04,0.04,0.03,0.09,0.06,0.08,2.49,,2,22.2,-6,-20.7,-2,-7.4,-2,-8.3,-308725,-29.3,10849,39.3,556,126.9,-585,-19.3,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,23.333333333333332,3.1498829533812494,13.518834830232619,7.803843303538772,0,0
C1790,5,313,45,0,2020,4,,14,639,645,643,8134058,574742,3280,974,,2.67,2.56,2.55,2.52,3.01,1.49,1.08,1.18,,1,7.7,-104,-14.0,-74,-10.3,-73,-10.2,-452159,-5.3,211707,58.3,-3176,-49.2,64,7.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,642.3333333333334,6.465107379746256,15.911570495986954,6.881411303642535,0,0
C1814,5,313,45,0,2020,4,,6,116,134,136,1338892,307860,7453,800,,0.45,0.17,0.19,0.19,0.15,0.39,0.54,0.81,,1,20.0,11,10.5,23,20.7,26,23.6,172695,14.8,92217,42.8,-322,-4.1,-26,-3.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,128.66666666666666,4.857225080796721,14.10735296421347,6.684611727667927,0,0
C1910,5,313,45,0,2020,4,,43,497,500,491,7944064,405298,4657,1232,,0.87,0.21,0.2,0.2,0.22,0.14,0.11,1.1,,-1,-2.3,-11,-2.2,-20,-3.8,-30,-5.8,-54464,-0.7,-94133,-18.8,-2772,-37.3,40,3.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,496.0,6.206575926724928,15.887935541069456,7.116394144093465,0,0
C1914,5,313,45,0,2020,4,,47,3950,3958,3932,46404696,3475440,82183,904,,65.83,93.51,92.95,91.16,109.36,70.65,118.08,1.18,N,-1,-2.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,3946.6666666666665,8.280626619769887,17.652911218971962,6.806829360392176,0,0
C1966,5,313,45,0,2020,4,,5,38,40,36,401843,28166,56,813,,1.09,0.29,0.3,0.27,0.32,0.24,0.08,1.12,,0,0.0,-20,-34.5,-16,-28.6,-19,-34.5,-37113,-8.5,-17296,-38.0,-499,-89.9,214,35.7,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,38.0,3.6375861597263857,12.903816744054032,6.70073110954781,0,0
C2050,5,313,45,0,2020,4,,11,502,490,495,8248946,950270,3874,1280,,2.72,2.38,2.32,2.31,2.53,2.24,1.67,1.08,,4,57.1,88,21.3,72,17.2,75,17.9,1689349,25.8,492369,107.5,1865,92.8,71,5.9,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,495.6666666666667,6.205903657792045,15.925595992573411,7.154615356913663,0,0
C2114,5,313,45,0,2020,4,,4,135,137,146,1950593,311610,6047,1077,,3.33,1.52,1.53,1.59,1.83,2.24,2.4,1.18,,0,0.0,8,6.3,17,14.2,32,28.1,274410,16.4,227625,271.0,3470,134.7,6,0.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,139.33333333333334,4.936869143856646,14.48364398687422,6.981934677156389,0,0
C2134,5,313,45,0,2020,4,,4,97,99,101,1021368,189367,7624,794,,0.99,0.47,0.48,0.48,0.53,0.87,2.75,1.11,,-1,-20.0,-32,-24.8,-30,-23.3,-31,-23.5,175698,20.8,-2604,-1.4,2734,55.9,294,58.8,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,99.0,4.59511985013459,13.836653463157221,6.677083461247136,0,0
C2434,5,313,45,0,2020,4,,4,90,94,91,1589193,58810,1575,1334,,0.65,0.25,0.26,0.25,0.36,0.16,0.22,1.43,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,91.66666666666667,4.518158808998462,14.27873689818094,7.195937226475569,0,0
C2466,5,313,45,0,2020,4,,54,3624,3639,3684,43478535,13847857,156808,917,,11.08,15.47,15.39,15.38,17.06,21.42,47.6,1.11,,-2,-3.6,-440,-10.8,-431,-10.6,-393,-9.6,-2736338,-5.9,2788097,25.2,11202,7.7,44,5.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,3649.0,8.202208436436448,17.587777925997386,6.821107472256465,0,0
C2486,5,313,45,0,2020,4,,49,3447,3540,3567,51235096,3120337,30594,1120,,8.23,12.9,13.08,13.02,17.58,6.48,7.68,1.35,,-3,-5.8,-501,-12.7,-387,-9.9,-389,-9.8,2349196,4.8,-426538,-12.0,-30592,-50.0,166,17.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,3518.0,8.165647925297504,17.75193532393334,7.02108396428914,0,0
C2642,5,313,45,0,2020,4,,25,264,265,267,2512355,305244,5104,728,,0.59,0.13,0.13,0.13,0.09,0.15,0.15,0.64,,1,4.2,-5,-1.9,7,2.7,8,3.1,197968,8.6,-53880,-15.0,-3453,-40.4,48,7.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,265.3333333333333,5.580986897176273,14.736731118241313,6.590301048196686,0,0
C2714,5,313,45,0,2020,4,,5,136,134,134,1917611,89867,193,1095,,1.36,0.8,0.78,0.77,1.11,0.36,0.19,1.41,,0,0.0,4,3.0,-3,-2.2,-5,-3.6,208107,12.2,-6330,-6.6,-1018,-84.1,128,13.2,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,134.66666666666666,4.9028025892930405,14.466590698422946,6.9985096422506015,0,0
C2774,5,313,45,0,2020,4,,3,205,212,212,2342107,133331,1239,859,,2.82,3.89,3.98,3.93,4.38,2.93,2.75,1.11,,0,0.0,9,4.6,17,8.7,20,10.4,255491,12.2,33858,34.0,43,3.6,33,4.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,209.66666666666666,5.345518968032331,14.666561509542786,6.755768921984255,0,0
C2814,5,313,45,0,2020,4,,6,99,97,110,1345106,67536,459,1014,,0.35,0.14,0.14,0.16,0.15,0.04,0.03,1.03,N,-3,-33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,102.0,4.624972813284271,14.111983378321622,6.921658184151129,0,0
C2870,5,313,45,0,2020,4,,6,333,330,337,5189785,102247,160,1198,,3.5,4.42,4.34,4.38,6.6,1.57,0.26,1.51,,0,0.0,-29,-8.0,-33,-9.1,-25,-6.9,-90309,-1.7,3658,3.7,-123,-43.5,77,6.9,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,333.3333333333333,5.809142990314028,15.462202828465117,7.088408778675395,0,0
C3034,5,313,45,0,2020,4,,9,216,216,212,3060884,114061,2623,1097,,11.13,6.56,6.57,6.38,8.7,2.95,4.15,1.34,,0,0.0,-18,-7.7,-30,-12.2,-30,-12.4,-12614,-0.4,37249,48.5,1830,230.8,115,11.7,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,214.66666666666666,5.369086437436244,14.934214321097093,7.00033446027523,0,0
C3108,5,313,45,0,2020,4,,230,4370,4444,4433,67454746,3498521,107023,1175,,1.4,1.14,1.14,1.14,1.06,0.99,0.89,0.93,,-6,-2.5,-148,-3.3,-52,-1.2,-47,-1.0,6983232,11.5,1213369,53.1,30063,39.1,141,13.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,4415.666666666667,8.392914102016151,18.026967501374685,7.069023426578259,0,0
C3170,5,313,45,0,2020,4,,6,532,524,531,8338672,389740,8799,1213,,1.92,4.0,3.91,3.91,3.91,2.14,2.33,0.99,,0,0.0,-30,-5.3,-6,-1.1,-1,-0.2,-34412,-0.4,-141360,-26.6,6825,345.7,23,1.9,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,529.0,6.270988431858299,15.936414529042162,7.10085190894405,0,0
C3310,5,313,45,0,2020,4,,51,303,312,311,6931207,345808,12372,1727,,0.82,0.18,0.19,0.18,0.31,0.22,1.16,1.68,,-7,-12.1,-243,-44.5,-224,-41.8,-223,-41.8,-504594,-6.8,-100118,-22.5,2997,32.0,665,62.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,308.6666666666667,5.7322619459780695,15.751544526274374,7.454141078146678,0,0
C3334,5,313,45,0,2020,4,,6,240,234,258,4697012,309880,5080,1481,,0.5,0.45,0.44,0.47,0.67,0.43,0.5,1.48,,0,0.0,-28,-10.4,-31,-11.7,-7,-2.6,548035,13.2,14729,5.0,843,19.9,281,23.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,244.0,5.497168225293202,15.362437119828096,7.300472814267799,0,0
C3498,5,313,45,0,2020,4,,18,787,806,801,15920163,411959,1795,1535,,1.24,1.19,1.2,1.18,1.77,0.59,0.26,1.49,,2,12.5,17,2.2,32,4.1,19,2.4,2876746,22.1,201998,96.2,-157,-8.0,241,18.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,798.0,6.682108597449809,16.58309697702156,7.336285660021297,0,0
C3530,5,313,45,0,2020,4,,5,136,140,137,2221626,75688,3439,1241,,0.78,0.56,0.57,0.56,0.67,0.21,0.33,1.18,,0,0.0,-11,-7.5,-7,-4.8,-11,-7.4,78254,3.7,6717,9.7,20,0.6,122,10.9,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,137.66666666666666,4.924835304292923,14.613749918183162,7.123672785204607,0,0
C3562,5,313,45,0,2020,4,,198,2442,2486,2496,47999443,5750959,118086,1492,,1.2,0.41,0.42,0.41,0.43,0.48,0.55,1.03,,-5,-2.5,-478,-16.4,-342,-12.1,-376,-13.1,-856349,-1.8,-878823,-13.3,-9491,-7.4,184,14.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2474.6666666666665,7.813860985797927,17.68669996463817,7.307872780763706,0,0
C3674,5,313,45,0,2020,4,,7,75,80,88,843103,77012,1016,801,,0.34,0.1,0.1,0.11,0.09,0.11,0.25,0.88,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,81.0,4.394449154672439,13.644844412201198,6.68586094706836,0,0
C3798,5,313,45,0,2020,4,,45,1345,1350,1351,26066599,1052059,26681,1487,,1.06,0.74,0.74,0.74,0.95,0.35,0.4,1.29,N,3,7.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1348.6666666666667,7.206871729059581,17.07616532093613,7.304515946460155,0,0
C3806,5,313,45,0,2020,4,,10,122,117,115,2916407,37803,191,1901,,0.34,0.09,0.08,0.08,0.15,0.03,0.01,1.89,,-1,-9.1,-35,-22.3,-33,-22.0,-42,-26.8,-162168,-5.3,-7651,-16.8,-189,-49.7,370,24.2,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,118.0,4.770684624465665,14.88586293713098,7.550135342488429,0,0
C3830,5,313,45,0,2020,4,,11,317,319,323,3589290,290059,8699,864,,0.69,0.45,0.45,0.45,0.38,0.43,0.39,0.85,,-1,-8.3,5,1.6,14,4.6,14,4.5,553452,18.2,146658,102.3,3233,59.1,107,14.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,319.6666666666667,5.7672787862153285,15.093464969317338,6.761572768804055,0,0
C3834,5,313,45,0,2020,4,,4,16,16,15,481311,16370,218,2363,,3.0,0.43,0.43,0.4,1.1,0.2,0.13,2.63,,0,0.0,-10,-38.5,-9,-36.0,-9,-37.5,-468726,-49.3,6933,73.5,111,103.7,-560,-19.2,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,15.666666666666666,2.751535313041949,13.08426890979837,7.767687277186908,0,0
C3886,5,313,45,0,2020,4,,8,73,72,71,787818,41070,909,842,,1.37,0.4,0.4,0.39,0.34,0.18,0.24,0.87,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,72.0,4.276666119016055,13.577022377696611,6.7357800142423265,0,0
C3890,5,313,45,0,2020,4,,9,58,60,57,1195823,179562,3417,1577,,0.36,0.08,0.08,0.07,0.1,0.05,0.06,1.39,,-2,-18.2,-279,-82.8,-278,-82.2,-284,-83.3,-3026603,-71.7,-2603867,-93.5,-16715,-83.0,618,64.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,58.333333333333336,4.0661736852554045,13.994345209229587,7.3632795869630385,0,0
C3974,5,313,45,0,2020,4,,9,446,447,403,6777652,311974,7133,1207,,4.08,3.99,3.96,3.53,5.04,2.59,1.89,1.32,,0,0.0,-55,-11.0,-39,-8.0,-68,-14.4,-303708,-4.3,138552,79.9,-229,-3.1,86,7.7,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,432.0,6.068425588244111,15.729141287252126,7.095893221097532,0,0
C4006,5,313,45,0,2020,4,,5,159,159,165,2399464,102927,237,1146,,0.49,0.38,0.38,0.39,0.45,0.27,0.06,1.18,,0,0.0,14,9.7,11,7.4,19,13.0,421524,21.3,73246,246.8,85,55.9,106,10.2,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,161.0,5.081404364984463,14.690755937042239,7.044032897274685,0,0
C4014,5,313,45,0,2020,4,,7,25,24,24,434887,20033,669,1375,,0.2,0.02,0.02,0.02,0.04,0.02,0.02,1.59,,0,0.0,-3,-10.7,-5,-17.2,-5,-17.2,-77057,-15.1,10651,113.5,455,212.6,1,0.1,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,24.333333333333332,3.1918471524802814,12.982841506209779,7.226209010100671,0,0
C4066,5,313,45,0,2020,4,,5,683,683,708,9773296,631673,14184,1087,,9.2,26.33,26.06,26.6,37.38,21.2,43.75,1.42,,0,0.0,-3,-0.4,-11,-1.6,22,3.2,820575,9.2,227024,56.1,7765,121.0,87,8.7,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,691.3333333333334,6.538622100121363,16.095164326389174,6.99117688712121,0,0
C4090,5,313,45,0,2020,4,,11,21,30,29,256133,19095,608,739,,0.48,0.03,0.04,0.04,0.03,0.04,0.03,0.67,,2,22.2,-5,-19.2,3,11.1,1,3.6,46535,22.2,-166,-0.9,25,4.3,142,23.8,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,26.666666666666668,3.283414346005772,12.453452119802064,6.6052979209482015,0,0
C4170,5,313,45,0,2020,4,,16,510,483,489,6395233,314963,4299,996,,1.15,0.76,0.71,0.71,0.79,0.42,0.46,1.09,,4,33.3,-52,-9.3,-75,-13.4,-66,-11.9,-729480,-10.2,117261,59.3,626,17.0,14,1.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,494.0,6.202535517187923,15.671063427045972,6.903747257584598,0,0
C4174,5,313,45,0,2020,4,,10,191,193,198,2517083,79742,2836,998,,0.34,0.2,0.2,0.21,0.16,0.11,0.11,0.8,,-2,-16.7,-49,-20.4,-53,-21.5,-35,-15.0,-155569,-5.8,-101884,-56.1,-3807,-57.3,140,16.3,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,194.0,5.267858159063328,14.738611249338565,6.905753276311464,0,0
C4186,5,313,45,0,2020,4,,12,55,55,55,1179041,32368,1610,1649,,0.23,0.04,0.04,0.04,0.03,0.03,0.04,0.79,,-1,-7.7,0,0.0,12,27.9,6,12.2,170827,16.9,5935,22.5,126,8.5,66,4.2,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,55.0,4.007333185232471,13.980211954148112,7.407924322559599,0,0
C4234,5,313,45,0,2020,4,,4,128,124,132,1886029,50757,1335,1133,,1.5,1.08,1.03,1.08,1.47,0.29,0.71,1.39,N,1,33.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,128.0,4.852030263919617,14.449984118515436,7.0326242610280065,0,0
C4390,5,313,45,0,2020,4,,30,2031,2059,2047,26169853,2069524,30018,984,,16.04,19.33,19.34,19.02,23.11,12.67,24.03,1.2,,-4,-11.8,-362,-15.1,-352,-14.6,-308,-13.1,-1197618,-4.4,-287103,-12.2,-20008,-40.0,102,11.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2045.6666666666667,7.623479013720988,17.080118657371713,6.891625897052253,0,0
C4414,5,313,45,0,2020,4,,10,203,204,203,2879864,130077,3300,1089,,1.65,1.15,1.15,1.14,1.37,0.25,0.38,1.2,,0,0.0,-23,-10.2,-22,-9.7,-31,-13.2,-387619,-11.9,-78673,-37.7,-7147,-68.4,-10,-0.9,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,203.33333333333334,5.314846668499247,14.873253628774902,6.9930151229329605,0,0
C4614,5,313,45,0,2020,4,,9,75,79,77,920487,187578,3532,920,,1.24,0.26,0.27,0.26,0.29,0.34,0.89,1.09,,0,0.0,-7,-8.5,-1,-1.2,-2,-2.5,147736,19.1,33609,21.8,-23,-0.6,180,24.3,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,77.0,4.343805421853684,13.732658156796173,6.824373670043086,0,0
C4654,5,313,45,0,2020,4,,3,247,243,245,4059453,134439,2993,1275,,1.84,3.15,3.09,3.15,5.03,1.91,2.19,1.61,,0,0.0,-6,-2.4,-17,-6.5,-22,-8.2,449377,12.4,-80380,-37.4,-1866,-38.4,207,19.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,245.0,5.501258210544727,15.2165587934371,7.150701457592526,0,0
C4918,5,313,45,0,2020,4,,23,2571,2629,2679,33315932,7946190,46916,976,,6.06,14.67,14.9,14.9,17.04,16.85,19.99,1.15,,-1,-4.2,-158,-5.8,-112,-4.1,-67,-2.4,3511487,11.8,2225930,38.9,3909,9.1,139,16.6,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2626.3333333333335,7.873343982577579,17.321546278973933,6.883462586413092,0,0
C4934,5,313,45,0,2020,4,,21,434,432,433,7677959,273465,10147,1364,,2.79,1.72,1.7,1.7,2.3,0.37,0.72,1.35,,-3,-12.5,-63,-12.7,-75,-14.8,-69,-13.7,-844469,-9.9,-104386,-27.6,-5315,-34.4,58,4.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,433.0,6.07073772800249,15.853864314596349,7.218176838403408,0,0
C4962,5,313,45,0,2020,4,,5,106,106,112,2696357,60637,1809,1920,,2.18,0.91,0.9,0.94,1.98,0.47,0.45,2.16,N,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,108.0,4.68213122712422,14.807412160645418,7.560080465021827,0,0
US000,5,313,15,0,2020,4,,2675,96007,96721,97355,1342732865,162109423,2366569,1068,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-0.3,-10672,-10.0,-9774,-9.2,-9079,-8.5,27037549,2.1,23979497,17.4,215194,10.0,118,12.4,Textile Mills,control,Textile_Mill_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,96694.33333333333,11.479310079241719,21.01797282554386,6.97354301952014,0,0
01000,5,3311,56,0,2024,4,,36,5307,5333,5323,163473019,1711560,4779,2363,,2.57,4.66,4.66,4.65,6.15,5.57,1.97,1.32,,0,0.0,57,1.1,83,1.6,40,0.8,-176179,-0.1,-90484,-5.0,-3288,-40.8,-30,-1.3,Iron and Steel,treatment,Iron_steel_2024_Q4.csv,2024-10-01,2024Q4,biden_era,1,5321.0,8.579416534596369,18.912158513277323,7.767687277186908,1,1
01073,5,3311,76,0,2024,4,,8,1511,1553,1549,47848254,540062,1089,2394,,3.99,7.63,7.78,7.75,9.0,10.41,2.81,1.17,,0,0.0,-21,-1.4,20,1.3,18,1.2,-2521369,-5.0,68540,14.5,-428,-28.2,-135,-5.3,Iron and Steel,treatment,Iron_steel_2024_Q4.csv,2024-10-01,2024Q4,biden_era,1,1537.6666666666667,7.338021394889711,17.683545186169283,7.780720886117918,1,1
